"h3_id","h3_mean_temp","h3_median_temp","h3_center_lon","h3_center_lat","species","n_occ","min_seabed_t","mean_seabed_t","median_seabed_t","max_seabed_t","mid_point","thermal_range","seabed_thermal_pos"
"850e084bfffffff",1.154,1.154,-76.7895360402793,57.5193473091071,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.856
"850e084ffffffff",1.231,1.231,-76.6144911382843,57.3797396096955,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.848
"850e086bfffffff",1.3,1.3,-76.5780627917878,57.0889362891398,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.842
"850e086ffffffff",2.415,2.415,-76.4059450251617,56.9491615935504,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.73
"850e0a03fffffff",0.472,0.472,-77.8606835826259,57.3277389373512,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.924
"850e0a07fffffff",0.785,0.785,-77.6824050347247,57.1896792286723,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.893
"850e0a0bfffffff",0.518,0.518,-78.1716144913354,57.3128191220149,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.92
"850e0a0ffffffff",0.517,0.517,-77.9922139241212,57.1752064607328,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.92
"850e0a13fffffff",0.243,0.243,-77.7280168166051,57.4801792108493,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.947
"850e0a17fffffff",0.542,0.542,-77.5494877059462,57.3418922145116,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.917
"850e0a1bfffffff",0.239,0.239,-78.0403493443372,57.465578039623,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.948
"850e0a23fffffff",0.843,0.843,-77.6375305220342,56.8993288328766,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.887
"850e0a27fffffff",1.035,1.035,-77.462222995517,56.7610753665511,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.868
"850e0a2bfffffff",1.088,1.088,-77.94485582405,56.8849825308818,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.863
"850e0a2ffffffff",1.214,1.214,-77.7684447219944,56.747166254999,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.85
"850e0a33fffffff",0.772,0.772,-77.5055011086358,57.0514047036976,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.894
"850e0a37fffffff",0.833,0.833,-77.329959300953,56.9129211130701,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.888
"850e0a3bfffffff",0.647,0.647,-77.8141900638595,57.0373744411315,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.907
"850e0a43fffffff",1,1,-78.6641633814727,57.4340664905642,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.872
"850e0a47fffffff",1.155,1.155,-78.4822624810709,57.2971342477921,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.856
"850e0a4bfffffff",0.707,0.707,-78.9756087607141,57.4171593183874,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.901
"850e0a4ffffffff",0.798,0.798,-78.7926097000074,57.2806858987904,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.892
"850e0a53fffffff",-0.049,-0.049,-78.5345957213949,57.5873630952841,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.976
"850e0a57fffffff",0.513,0.513,-78.3524042383813,57.4502066161853,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.92
"850e0a5bfffffff",0.187,0.187,-78.8474676044052,57.5707631586692,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.953
"850e0a63fffffff",0.701,0.701,-78.430776424547,57.0070422074249,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.901
"850e0a67fffffff",0.98,0.98,-78.2519178400581,56.8698835839686,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.874
"850e0a6bfffffff",0.246,0.246,-78.7386388675531,56.9907432283779,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.947
"850e0a6ffffffff",0.405,0.405,-78.5586992933491,56.8540334708439,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.931
"850e0a73fffffff",1.136,1.136,-78.3017524745326,57.1599722956872,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.858
"850e0a77fffffff",0.729,0.729,-78.1226210120827,57.0225864607915,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.899
"850e0a7bfffffff",0.942,0.942,-78.6110029955438,57.1439782473534,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.877
"850e0a83fffffff",0.593,0.593,-77.2802031436976,57.6460238972518,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.912
"850e0a87fffffff",0.704,0.704,-77.1025918141542,57.507065128638,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.901
"850e0a8bfffffff",0.371,0.371,-77.5942002752347,57.6325225678728,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.934
"850e0a8ffffffff",0.992,0.992,-77.4154248706949,57.4940086861242,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.872
"850e0a93fffffff",0.449,0.449,-77.1438089589082,57.7979330676941,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.927
"850e0a97fffffff",0.488,0.488,-76.9659709020244,57.6587470577521,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.923
"850e0a9bfffffff",0.284,0.284,-77.4592204254506,57.7847642613023,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.943
"850e0aa3fffffff",1.125,1.125,-77.0620474653622,57.2163350387123,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.859
"850e0aa7fffffff",0.661,0.661,-76.8874197325502,57.0771868132371,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.905
"850e0aabfffffff",1.115,1.115,-77.372343590897,57.2033891897144,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.86
"850e0aaffffffff",1.021,1.021,-77.1965717644143,57.0646759069695,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.869
"850e0ab3fffffff",1.202,1.202,-76.9263733122309,57.3678937651059,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.851
"850e0ab7fffffff",1.086,1.086,-76.7515346129685,57.2285155757364,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.863
"850e0abbfffffff",1.206,1.206,-77.2380449054336,57.3552775796769,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.851
"850e0ac3fffffff",0.019,0.019,-78.0892813114189,57.7560818367392,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.97
"850e0ac7fffffff",0.1,0.1,-77.9079437218105,57.6182443683572,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.962
"850e0acbfffffff",-0.328,-0.328,-78.4038933140582,57.7405710668321,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.004
"850e0acffffffff",0.207,0.207,-78.2214149994486,57.6031907058532,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.951
"850e0ad3fffffff",-0.061,-0.061,-77.9559895340327,57.9088752951952,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.978
"850e0ad7fffffff",0.152,0.152,-77.7743841284363,57.7708133944864,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.956
"850e0adbfffffff",-0.295,-0.295,-78.2720425651478,57.8936857257103,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.001
"850e0b03fffffff",0.986,0.986,-76.6411663362073,56.3570097287634,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.873
"850e0b07fffffff",2.037,2.037,-76.4722507302612,56.2175656922457,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.768
"850e0b0bfffffff",0.366,0.366,-76.9442907766481,56.3451245397165,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.935
"850e0b0ffffffff",0.572,0.572,-76.774270019305,56.2060961669372,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.914
"850e0b13fffffff",1.836,1.836,-76.5069564673196,56.5078342155708,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.788
"850e0b1bfffffff",0.236,0.236,-76.8113829019242,56.4962728628923,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.948
"850e0b2bfffffff",2.406,2.406,-76.7377418452956,55.9161264086098,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.731
"850e0b3bfffffff",2.251,2.251,-76.6055410728829,56.0668880044491,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.747
"850e0b43fffffff",1.517,1.517,-77.4196364344126,56.4709194679962,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.82
"850e0b47fffffff",1.516,1.516,-77.2472152871926,56.3325002615857,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.82
"850e0b4bfffffff",1.589,1.589,-77.723429698547,56.4571296866387,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.813
"850e0b4ffffffff",1.703,1.703,-77.5499231481543,56.3191380116138,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.801
"850e0b53fffffff",1.193,1.193,-77.2882552675118,56.6226197337006,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.852
"850e0b57fffffff",1.271,1.271,-77.1156152084226,56.4839675868825,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.844
"850e0b5bfffffff",1.335,1.335,-77.593375599754,56.6091433434806,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.838
"850e0b63fffffff",0.098,0.098,-77.2068236658248,56.0425778351539,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.962
"850e0b67fffffff",-0.119,-0.119,-77.037207478602,55.9040204456824,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.983
"850e0b6bfffffff",0.486,0.486,-77.5071565846952,56.0293280155486,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.923
"850e0b6ffffffff",-0.482,-0.482,-77.3364728876262,55.8911886913688,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.02
"850e0b73fffffff",0.767,0.767,-77.076100304275,56.1938913186991,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.895
"850e0b77fffffff",0.162,0.162,-76.9062797175491,56.05509819524,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.955
"850e0b7bfffffff",1.159,1.159,-77.3777250269252,56.1809522027561,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.856
"850e0bc3fffffff",0.077,0.077,-76.8490946137152,56.7866414508009,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.964
"850e0bc7fffffff",0.593,0.593,-76.6773643425161,56.647331619732,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.912
"850e0bcbfffffff",0.806,0.806,-77.1557671977817,56.7742341680217,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.891
"850e0bcffffffff",0.45,0.45,-76.9829124755796,56.6353495404325,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.927
"850e0bd3fffffff",1.048,1.048,-76.7141489860068,56.9378386131647,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.867
"850e0bd7fffffff",1.177,1.177,-76.5422226023872,56.7982961083994,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.854
"850e0bdbfffffff",0.72,0.72,-77.0221596122401,56.9257580969979,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.9
"850e0e2bfffffff",1.893,1.893,-77.0062285671652,57.949731383092,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.782
"850e0e2ffffffff",1.136,1.136,-76.8281685748172,57.810318554067,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.858
"850e0e4bfffffff",2.238,2.238,-78.0545175864187,58.49045158613,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.748
"850e0e4ffffffff",2.215,2.215,-77.869461440494,58.3524225259471,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.75
"850e0e63fffffff",0.761,0.761,-77.503748114882,58.0756405148225,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.895
"850e0e67fffffff",0.444,0.444,-77.3230635495258,57.9368995100372,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.927
"850e0e6bfffffff",0.28,0.28,-77.8215258370257,58.061566333759,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.944
"850e0e6ffffffff",0.136,0.136,-77.6396568828021,57.9232803704877,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.958
"850e0e77fffffff",1.971,1.971,-77.1857157426315,58.0889234987715,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.775
"850e0e7bfffffff",1.566,1.566,-77.6858761975087,58.2141501709238,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.815
"850e1803fffffff",-0.704,-0.704,-81.3714193754262,58.1438909497507,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e1807fffffff",-0.686,-0.686,-81.1755381535426,58.0109256541639,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.04
"850e180bfffffff",-0.716,-0.716,-81.6872114081009,58.1202303867074,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e180ffffffff",-0.698,-0.698,-81.4903012369135,57.9877673328606,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.041
"850e1813fffffff",-0.71,-0.71,-81.2514541656852,58.2999502648277,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e1817fffffff",-0.669,-0.669,-81.0551375834149,58.1667756762348,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.038
"850e181bfffffff",-0.716,-0.716,-81.5687795241948,58.2765618163504,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e1823fffffff",-0.571,-0.571,-81.1008674995606,57.7219691346533,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.029
"850e1827fffffff",-0.606,-0.606,-80.9083203429484,57.5886462115338,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.032
"850e182bfffffff",-0.653,-0.653,-81.4131082271923,57.6990377528335,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.037
"850e182ffffffff",-0.576,-0.576,-81.2195449841554,57.5662067399887,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.029
"850e1833fffffff",-0.611,-0.611,-80.9811238247863,57.8776720855271,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.033
"850e1837fffffff",-0.611,-0.611,-80.7881643998367,57.7441363635738,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.033
"850e183bfffffff",-0.633,-0.633,-81.2948572061106,57.8550115393498,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.035
"850e1843fffffff",-0.714,-0.714,-82.201896197953,58.2274512594382,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e1847fffffff",-0.706,-0.706,-82.0024956776178,58.0957967366515,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e184bfffffff",-0.738,-0.738,-82.5176514590903,58.2017349202196,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.045
"850e184ffffffff",-0.702,-0.702,-82.3172543609932,58.0705928514412,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e1853fffffff",-0.709,-0.709,-82.0854776306384,58.3842535835564,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e1857fffffff",-0.718,-0.718,-81.8855995752065,58.2523945368015,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e185bfffffff",-0.732,-0.732,-82.402785219516,58.3587962320992,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.045
"850e1863fffffff",-0.693,-0.693,-81.9208746579946,57.8073916438817,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.041
"850e1867fffffff",-0.701,-0.701,-81.7248691035174,57.675344824723,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e186bfffffff",-0.678,-0.678,-82.233123710479,57.782437769245,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.039
"850e186ffffffff",-0.68,-0.68,-82.0361328166477,57.650893056799,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.039
"850e1873fffffff",-0.707,-0.707,-81.8045719526899,57.9638388697152,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e1877fffffff",-0.703,-0.703,-81.6081133491079,57.8315838297388,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e187bfffffff",-0.692,-0.692,-82.1183325904542,57.9391430336636,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.041
"850e1883fffffff",-0.571,-0.571,-80.8110369058181,58.4782655999293,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.029
"850e1887fffffff",-0.532,-0.532,-80.6153609126465,58.3443798566721,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.025
"850e188bfffffff",-0.706,-0.706,-81.1303917977464,58.4559408310468,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e188ffffffff",-0.652,-0.652,-80.9336418022761,58.3225571529557,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.037
"850e1897fffffff",-0.482,-0.482,-80.4912166978645,58.4998004544574,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.02
"850e18a3fffffff",-0.591,-0.591,-80.5446065921479,58.0549213061924,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.031
"850e18a7fffffff",-0.608,-0.608,-80.3522965653385,57.9206814473203,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.032
"850e18abfffffff",-0.622,-0.622,-80.8603005873966,58.0333111665894,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.034
"850e18affffffff",-0.622,-0.622,-80.6669309690325,57.8995628825513,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.034
"850e18b3fffffff",-0.567,-0.567,-80.4211776072711,58.2102071402589,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.028
"850e18b7fffffff",-0.597,-0.597,-80.2284743846272,58.0757536132693,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.031
"850e18bbfffffff",-0.529,-0.529,-80.7383842111539,58.1888819201585,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.024
"850e18c3fffffff",-0.708,-0.708,-81.6485751567091,58.5654049087907,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.042
"850e18c7fffffff",-0.711,-0.711,-81.4492625899606,58.4328287490066,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e18cbfffffff",-0.724,-0.724,-81.9679849449148,58.5409954583941,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.044
"850e18cffffffff",-0.715,-0.715,-81.7676306756142,58.4089320619162,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e18d7fffffff",-0.711,-0.711,-81.3286466797731,58.5890267436848,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.043
"850e1903fffffff",0.744,0.744,-80.0306376337038,57.2072930654756,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.897
"850e1907fffffff",0.584,0.584,-79.8447745994389,57.0724371001281,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.913
"850e190bfffffff",0.293,0.293,-80.3392171045115,57.1870547215317,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.942
"850e190ffffffff",0.636,0.636,-80.1523233193107,57.0526699347688,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.908
"850e1913fffffff",0.936,0.936,-79.9078838778372,57.3618536470709,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.878
"850e1917fffffff",0.205,0.205,-79.7216698259765,57.2267774014983,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.951
"850e191bfffffff",0.297,0.297,-80.21789636907,57.341896930323,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.942
"850e1923fffffff",0.795,0.795,-79.7826774182151,56.7831544573583,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.892
"850e1927fffffff",0.749,0.749,-79.5999024009053,56.64803548377,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.897
"850e192bfffffff",0.462,0.462,-80.0878004572909,56.7635742106728,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.925
"850e192ffffffff",0.29,0.29,-79.9040090648948,56.6289165012903,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.943
"850e1933fffffff",0.504,0.504,-79.6602955885282,56.9373349352057,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.921
"850e1937fffffff",0.456,0.456,-79.4771889817016,56.8019924349596,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.926
"850e193bfffffff",0.655,0.655,-79.9668139167519,56.9180345544912,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.906
"850e1943fffffff",-0.62,-0.62,-80.8366979223172,57.2997141341433,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.033
"850e1947fffffff",-0.431,-0.431,-80.647391103466,57.1660645665097,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.015
"850e194bfffffff",-0.59,-0.59,-81.1454526015951,57.2774926988241,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.03
"850e194ffffffff",-0.634,-0.634,-80.9551426344661,57.1443248962846,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.035
"850e1953fffffff",-0.619,-0.619,-80.7172040060813,57.4550488269409,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.033
"850e1957fffffff",-0.434,-0.434,-80.5275068050873,57.3211830019206,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.015
"850e195bfffffff",-0.6,-0.6,-81.0274120565009,57.4330968569565,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.031
"850e1963fffffff",-0.323,-0.323,-80.5786982837051,56.8771995156094,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.004
"850e1967fffffff",0.179,0.179,-80.3925414795866,56.7432537697139,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.954
"850e196bfffffff",-0.637,-0.637,-80.8840309635132,56.8556692492113,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.035
"850e196ffffffff",-0.568,-0.568,-80.6968839937939,56.7221953057893,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.028
"850e1973fffffff",-0.171,-0.171,-80.4594801676706,57.032154113476,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.989
"850e1977fffffff",0.245,0.245,-80.2729537305055,56.8979886988354,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.947
"850e197bfffffff",-0.573,-0.573,-80.7662282728136,57.0108918573066,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.029
"850e1983fffffff",-0.094,-0.094,-79.4722122752736,57.5352533264632,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.981
"850e1987fffffff",0.07,0.07,-79.2867224736058,57.3994868601483,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.965
"850e198bfffffff",0.727,0.727,-79.7840490694744,57.5163472036363,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.899
"850e198ffffffff",-0.056,-0.056,-79.5974867339805,57.3810509804277,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.977
"850e1993fffffff",-0.382,-0.382,-79.3458332130672,57.6893798966747,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-1.01
"850e1997fffffff",0.262,0.262,-79.1600124749419,57.5533926243988,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.945
"850e199bfffffff",0.239,0.239,-79.6591200371124,57.6707692270246,"Leucoraja ocellata",436,-0.597,9.711,9.721,19.415,9.409,20.012,-0.948
